1.000000	1
1.000000	3
1.000000	6
1.000000	6
1.000000	7
1.000000	5
1.000000	6
1.000000	7
1.000000	5
1.000000	6
0.000000	0
1.000000	6
1.000000	4
1.000000	8
1.000000	7
0.000000	0
1.000000	5
0.000000	0
0.000000	0
1.000000	8
1.000000	7
1.000000	5
1.000000	5
1.000000	5
1.000000	6
1.000000	6
1.000000	4
1.000000	5
0.798737	5
1.000000	8
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
1.000000	5
0.968005	3
1.000000	3
0.000000	0
0.000000	0
0.427446	5
1.000000	8
0.000000	0
1.000000	5
0.750686	8
0.000000	0
1.000000	3
0.781126	3
1.000000	7
1.000000	7
0.000000	0
1.000000	7
1.000000	6
1.000000	6
1.000000	7
1.000000	4
1.000000	6
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
0.855265	5
1.000000	5
0.000000	0
1.000000	5
0.000000	0
0.000000	0
0.000000	0
1.000000	3
1.000000	3
0.000000	0
0.000000	0
1.000000	3
0.000000	0
1.000000	3
1.000000	5
1.000000	5
1.000000	5
0.000000	0
1.000000	6
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	5
1.000000	5
1.000000	3
0.980674	7
1.000000	3
1.000000	5
1.000000	5
0.956144	8
1.000000	6
1.000000	5
1.000000	6
1.000000	6
1.000000	8
0.000000	0
1.000000	8
1.000000	7
1.000000	6
1.000000	4
1.000000	4
1.000000	5
1.000000	4
1.000000	5
1.000000	6
0.503746	8
0.000000	0
0.000000	0
1.000000	2
1.000000	2
1.000000	2
0.000000	0
0.971908	5
1.000000	6
1.000000	2
0.000000	0
1.000000	2
1.000000	2
1.000000	6
1.000000	5
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
0.855463	8
0.928326	2
1.000000	6
0.956144	2
0.780387	2
1.000000	2
1.000000	3
1.000000	3
1.000000	7
1.000000	6
1.000000	3
1.000000	3
1.000000	7
1.000000	6
1.000000	3
1.000000	5
1.000000	3
0.000000	0
1.000000	3
1.000000	2
1.000000	2
1.000000	2
1.000000	7
0.000000	0
1.000000	2
1.000000	2
1.000000	5
1.000000	2
0.955003	3
1.000000	3
1.000000	2
1.000000	3
1.000000	2
1.000000	2
1.000000	3
1.000000	2
0.997408	2
1.000000	2
1.000000	3
0.726706	3
1.000000	2
1.000000	4
1.000000	4
1.000000	4
1.000000	3
1.000000	3
1.000000	3
1.000000	4
1.000000	3
1.000000	4
1.000000	3
1.000000	3
1.000000	3
1.000000	2
1.000000	2
1.000000	2
1.000000	2
0.000000	0
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	3
1.000000	3
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	2
1.000000	3
1.000000	3
0.950149	3
1.000000	2
1.000000	7
1.000000	8
0.987734	3
1.000000	3
0.938784	3
1.000000	3
1.000000	4
1.000000	2
1.000000	4
1.000000	4
1.000000	2
1.000000	6
1.000000	2
1.000000	6
0.997010	6
1.000000	7
1.000000	7
1.000000	7
1.000000	6
1.000000	5
1.000000	6
0.000000	0
1.000000	6
0.000000	0
0.000000	0
0.000000	0
1.000000	8
1.000000	7
0.000000	0
1.000000	6
0.000000	0
1.000000	6
0.765340	5
0.000000	0
0.000000	0
0.000000	0
1.000000	7
1.000000	5
0.000000	0
1.000000	6
0.000000	0
1.000000	6
1.000000	5
1.000000	5
1.000000	7
0.000000	0
1.000000	7
1.000000	8
1.000000	5
1.000000	7
0.000000	0
0.826263	7
1.000000	8
0.000000	0
1.000000	7
0.000000	0
1.000000	7
0.000000	0
1.000000	7
1.000000	5
0.000000	0
0.000000	0
0.000000	0
0.720498	7
1.000000	7
1.000000	7
0.000000	0
1.000000	7
1.000000	6
1.000000	4
1.000000	7
1.000000	3
1.000000	7
1.000000	3
0.907256	6
1.000000	3
1.000000	3
0.874024	7
1.000000	5
0.000000	0
1.000000	5
0.000000	0
0.000000	0
0.000000	0
1.000000	7
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	3
1.000000	4
0.000000	0
1.000000	4
1.000000	3
0.000000	0
0.000000	0
0.826263	4
1.000000	4
1.000000	4
1.000000	3
0.801824	7
0.725767	3
0.970686	6
0.676924	7
0.938758	3
1.000000	4
1.000000	8
0.000000	0
1.000000	1
1.000000	1
1.000000	1
1.000000	5
1.000000	6
1.000000	1
1.000000	1
1.000000	1
1.000000	4
1.000000	5
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	1
0.647427	5
0.928326	1
1.000000	6
0.956144	1
1.000000	4
1.000000	1
1.000000	5
1.000000	1
1.000000	1
1.000000	1
0.000000	0
1.000000	6
1.000000	1
1.000000	1
0.000000	0
1.000000	1
1.000000	3
1.000000	1
1.000000	3
1.000000	1
1.000000	1
1.000000	3
1.000000	1
1.000000	3
1.000000	1
0.785656	1
1.000000	6
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	1
0.000000	0
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	1
0.000000	0
1.000000	1
1.000000	1
0.637611	3
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	1
1.000000	7
1.000000	1
1.000000	7
0.635994	3
0.773078	3
0.626532	4
0.698861	7
1.000000	3
0.629868	1
1.000000	1
1.000000	6
1.000000	1
1.000000	6
1.000000	1
1.000000	6
1.000000	7
1.000000	6
1.000000	8
1.000000	7
1.000000	8
1.000000	6
1.000000	7
1.000000	6
0.870723	8
0.000000	0
0.000000	0
0.827859	6
0.000000	0
0.957665	7
0.896576	7
